Log file open, 01/27/23 22:18:35
[2023.01.28-04.41.25:832][474]LogAudioMixer: Display: 	Number of buffers to queue:			  2
[2023.01.28-04.41.25:832][474]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.28-04.41.25:832][474]LogAudioMixer: Display: 	Number of Async Source Workers:		  0
[2023.01.28-04.41.25:832][474]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.28-04.41.25:832][474]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.28-04.41.25:832][474]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.28-04.41.25:832][474]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.28-04.41.25:834][474]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.28-04.41.25:845][474]LogAudioMixer: Display: Using Audio Hardware Device DELL S2722QC (NVIDIA High Definition Audio)
[2023.01.28-04.41.25:846][474]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.28-04.41.25:846][474]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.28-04.41.25:846][474]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.28-04.41.25:847][474]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=11
[2023.01.28-04.41.25:847][474]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=11
[2023.01.28-04.41.25:848][474]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=11
[2023.01.28-04.41.25:848][474]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=11
[2023.01.28-04.41.25:848][474]LogInit: FAudioDevice initialized.
[2023.01.28-04.41.25:848][474]LogAudio: Display: Audio Device (ID: 11) registered with world 'TutorialMap'.
[2023.01.28-04.41.25:879][474]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.28-04.41.25:879][474]LogLoad: Game class is 'GM_Tutorial_C'
[2023.01.28-04.41.25:880][474]LogWorld: Bringing World /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap.TutorialMap up for play (max tick rate 0) at 2023.01.27-22.41.25
[2023.01.28-04.41.25:880][474]LogWorld: Bringing up level for play took: 0.000680
[2023.01.28-04.41.25:882][474]LogOnline: OSS: Created online subsystem instance for: :Context_20
[2023.01.28-04.41.25:886][474]PIE: Server logged in
[2023.01.28-04.41.25:887][474]PIE: Play in editor total start time 0.105 seconds.
[2023.01.28-04.41.25:894][474]LogViewport: Scene viewport resized to 1376x1290, mode Windowed.
[2023.01.28-04.41.29:342][880]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.28-04.41.29:342][880]LogWorld: BeginTearingDown for /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap
[2023.01.28-04.41.29:342][880]LogSlate: Window 'InfiniteMatrix Preview [NetMode: Standalone 0]  (64-bit/D3D Shader Model 5)' being destroyed
[2023.01.28-04.41.29:346][880]LogWorld: UWorld::CleanupWorld for TutorialMap, bSessionEnded=true, bCleanupResources=true
[2023.01.28-04.41.29:346][880]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.28-04.41.29:348][880]LogPlayLevel: Display: Shutting down PIE online subsystems
[2023.01.28-04.41.29:354][880]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.28-04.41.29:398][880]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=11
[2023.01.28-04.41.29:400][880]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=11
[2023.01.28-04.41.29:405][880]LogUObjectHash: Compacting FUObjectHashTables data took   1.89ms
[2023.01.28-04.41.29:420][881]LogPlayLevel: Display: Destroying online subsystem :Context_20
[2023.01.28-04.41.40:655][200]LogSlate: Window 'Color Picker' being destroyed
[2023.01.28-04.41.43:197][495]BlueprintLog: New page: Compile Health_System
[2023.01.28-04.41.43:259][495]LogUObjectHash: Compacting FUObjectHashTables data took   1.76ms
[2023.01.28-04.41.43:744][545]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2023.01.28-04.41.43:748][545]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.01.28-04.41.43:748][545]PIE: New page: PIE session: TutorialMap (Jan 27, 2023, 4:41:43 PM)
[2023.01.28-04.41.43:748][545]LogPlayLevel: Creating play world package: /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap
[2023.01.28-04.41.43:749][545]LogPlayLevel: PIE: StaticDuplicateObject took: (0.001306s)
[2023.01.28-04.41.43:749][545]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/InfiniteMatrix/Maps/TutorialMap.TutorialMap to /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap.TutorialMap (0.001325s)
[2023.01.28-04.41.43:749][545]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.28-04.41.43:750][545]LogAIModule: Creating AISystem for world TutorialMap
[2023.01.28-04.41.43:750][545]LogPlayLevel: PIE: World Init took: (0.000489s)
[2023.01.28-04.41.43:796][545]LogUObjectHash: Compacting FUObjectHashTables data took   1.95ms
[2023.01.28-04.41.43:798][545]LogAudio: Display: Creating Audio Device:                 Id: 12, Scope: Unique, Realtime: True
[2023.01.28-04.41.43:798][545]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.28-04.41.43:798][545]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.28-04.41.43:798][545]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.28-04.41.43:798][545]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.28-04.41.43:798][545]LogAudioMixer: Display: 	Number of buffers to queue:			  2
[2023.01.28-04.41.43:798][545]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.28-04.41.43:798][545]LogAudioMixer: Display: 	Number of Async Source Workers:		  0
[2023.01.28-04.41.43:798][545]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.28-04.41.43:798][545]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.28-04.41.43:798][545]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.28-04.41.43:798][545]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.28-04.41.43:800][545]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.28-04.41.43:812][545]LogAudioMixer: Display: Using Audio Hardware Device DELL S2722QC (NVIDIA High Definition Audio)
[2023.01.28-04.41.43:812][545]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.28-04.41.43:812][545]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.28-04.41.43:812][545]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.28-04.41.43:813][545]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=12
[2023.01.28-04.41.43:813][545]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=12
[2023.01.28-04.41.43:814][545]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=12
[2023.01.28-04.41.43:814][545]LogInit: FAudioDevice initialized.
[2023.01.28-04.41.43:814][545]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=12
[2023.01.28-04.41.43:814][545]LogAudio: Display: Audio Device (ID: 12) registered with world 'TutorialMap'.
[2023.01.28-04.41.43:862][545]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.28-04.41.43:862][545]LogLoad: Game class is 'GM_Tutorial_C'
[2023.01.28-04.41.43:863][545]LogWorld: Bringing World /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap.TutorialMap up for play (max tick rate 0) at 2023.01.27-22.41.43
[2023.01.28-04.41.43:863][545]LogWorld: Bringing up level for play took: 0.000930
[2023.01.28-04.41.43:865][545]LogOnline: OSS: Created online subsystem instance for: :Context_21
[2023.01.28-04.41.43:869][545]PIE: Server logged in
[2023.01.28-04.41.43:871][545]PIE: Play in editor total start time 0.123 seconds.
[2023.01.28-04.41.43:876][545]LogViewport: Scene viewport resized to 1381x1320, mode Windowed.
[2023.01.28-04.41.48:722][117]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.28-04.41.48:722][117]LogWorld: BeginTearingDown for /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap
[2023.01.28-04.41.48:722][117]LogSlate: Window 'InfiniteMatrix Preview [NetMode: Standalone 0]  (64-bit/D3D Shader Model 5)' being destroyed
[2023.01.28-04.41.48:726][117]LogWorld: UWorld::CleanupWorld for TutorialMap, bSessionEnded=true, bCleanupResources=true
[2023.01.28-04.41.48:726][117]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.28-04.41.48:728][117]LogPlayLevel: Display: Shutting down PIE online subsystems
[2023.01.28-04.41.48:734][117]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.28-04.41.48:778][117]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=12
[2023.01.28-04.41.48:780][117]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=12
[2023.01.28-04.41.48:785][117]LogUObjectHash: Compacting FUObjectHashTables data took   1.88ms
[2023.01.28-04.41.48:798][118]LogPlayLevel: Display: Destroying online subsystem :Context_21
[2023.01.28-04.42.19:071][710]LogSlate: Window 'Color Picker' being destroyed
[2023.01.28-04.42.21:261][958]BlueprintLog: New page: Compile Health_System
[2023.01.28-04.42.21:325][958]LogUObjectHash: Compacting FUObjectHashTables data took   1.76ms
[2023.01.28-04.42.21:961][ 18]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2023.01.28-04.42.21:966][ 18]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.01.28-04.42.21:966][ 18]PIE: New page: PIE session: TutorialMap (Jan 27, 2023, 4:42:21 PM)
[2023.01.28-04.42.21:966][ 18]LogPlayLevel: Creating play world package: /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap
[2023.01.28-04.42.21:968][ 18]LogPlayLevel: PIE: StaticDuplicateObject took: (0.001342s)
[2023.01.28-04.42.21:968][ 18]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/InfiniteMatrix/Maps/TutorialMap.TutorialMap to /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap.TutorialMap (0.001364s)
[2023.01.28-04.42.21:968][ 18]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.28-04.42.21:968][ 18]LogAIModule: Creating AISystem for world TutorialMap
[2023.01.28-04.42.21:968][ 18]LogPlayLevel: PIE: World Init took: (0.000494s)
[2023.01.28-04.42.22:014][ 18]LogUObjectHash: Compacting FUObjectHashTables data took   1.75ms
[2023.01.28-04.42.22:015][ 18]LogAudio: Display: Creating Audio Device:                 Id: 13, Scope: Unique, Realtime: True
[2023.01.28-04.42.22:015][ 18]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.28-04.42.22:015][ 18]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.28-04.42.22:015][ 18]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.28-04.42.22:015][ 18]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.28-04.42.22:015][ 18]LogAudioMixer: Display: 	Number of buffers to queue:			  2
[2023.01.28-04.42.22:015][ 18]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.28-04.42.22:015][ 18]LogAudioMixer: Display: 	Number of Async Source Workers:		  0
[2023.01.28-04.42.22:015][ 18]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.28-04.42.22:015][ 18]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.28-04.42.22:015][ 18]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.28-04.42.22:015][ 18]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.28-04.42.22:017][ 18]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.28-04.42.22:029][ 18]LogAudioMixer: Display: Using Audio Hardware Device DELL S2722QC (NVIDIA High Definition Audio)
[2023.01.28-04.42.22:029][ 18]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.28-04.42.22:029][ 18]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.28-04.42.22:029][ 18]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.28-04.42.22:030][ 18]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=13
[2023.01.28-04.42.22:030][ 18]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=13
[2023.01.28-04.42.22:031][ 18]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=13
[2023.01.28-04.42.22:031][ 18]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=13
[2023.01.28-04.42.22:031][ 18]LogInit: FAudioDevice initialized.
[2023.01.28-04.42.22:031][ 18]LogAudio: Display: Audio Device (ID: 13) registered with world 'TutorialMap'.
[2023.01.28-04.42.22:079][ 18]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.28-04.42.22:079][ 18]LogLoad: Game class is 'GM_Tutorial_C'
[2023.01.28-04.42.22:079][ 18]LogWorld: Bringing World /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap.TutorialMap up for play (max tick rate 0) at 2023.01.27-22.42.22
[2023.01.28-04.42.22:079][ 18]LogWorld: Bringing up level for play took: 0.000586
[2023.01.28-04.42.22:081][ 18]LogOnline: OSS: Created online subsystem instance for: :Context_22
[2023.01.28-04.42.22:086][ 18]PIE: Server logged in
[2023.01.28-04.42.22:087][ 18]PIE: Play in editor total start time 0.12 seconds.
[2023.01.28-04.42.22:093][ 18]LogViewport: Scene viewport resized to 1386x1350, mode Windowed.
[2023.01.28-04.42.25:591][427]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.28-04.42.25:591][427]LogWorld: BeginTearingDown for /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap
[2023.01.28-04.42.25:592][427]LogSlate: Window 'InfiniteMatrix Preview [NetMode: Standalone 0]  (64-bit/D3D Shader Model 5)' being destroyed
[2023.01.28-04.42.25:595][427]LogWorld: UWorld::CleanupWorld for TutorialMap, bSessionEnded=true, bCleanupResources=true
[2023.01.28-04.42.25:595][427]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.28-04.42.25:597][427]LogPlayLevel: Display: Shutting down PIE online subsystems
[2023.01.28-04.42.25:604][427]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.28-04.42.25:647][427]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.01.28-04.42.25:647][427]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=13
[2023.01.28-04.42.25:649][427]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=13
[2023.01.28-04.42.25:655][427]LogUObjectHash: Compacting FUObjectHashTables data took   1.72ms
[2023.01.28-04.42.25:670][428]LogPlayLevel: Display: Destroying online subsystem :Context_22
[2023.01.28-04.43.51:175][473]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.28-04.43.51:232][473]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/InfiniteMatrix/UI/Score" FILE="../../../../../../Users/tinag/Desktop/Tina/InfiniteMatrixComplete 5.1/Content/InfiniteMatrix/UI/Score.uasset" SILENT=true
[2023.01.28-04.43.51:236][473]LogSavePackage: Moving output files for package: /Game/InfiniteMatrix/UI/Score
[2023.01.28-04.43.51:237][473]LogSavePackage: Moving '../../../../../../Users/tinag/Desktop/Tina/InfiniteMatrixComplete 5.1/Saved/Score4CD6960842C33A7EF155038DB93D4A3A.tmp' to '../../../../../../Users/tinag/Desktop/Tina/InfiniteMatrixComplete 5.1/Content/InfiniteMatrix/UI/Score.uasset'
[2023.01.28-04.43.51:243][473]LogFileHelpers: InternalPromptForCheckoutAndSave took 68 ms
[2023.01.28-04.43.51:251][473]AssetCheck: New page: Asset Save: Score
[2023.01.28-04.43.51:251][473]LogContentValidation: Display: Validating /Script/UMGEditor.WidgetBlueprint /Game/InfiniteMatrix/UI/Score.Score
[2023.01.28-04.43.52:141][580]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.28-04.43.52:178][580]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/InfiniteMatrix/UI/Score" FILE="../../../../../../Users/tinag/Desktop/Tina/InfiniteMatrixComplete 5.1/Content/InfiniteMatrix/UI/Score.uasset" SILENT=true
[2023.01.28-04.43.52:182][580]LogSavePackage: Moving output files for package: /Game/InfiniteMatrix/UI/Score
[2023.01.28-04.43.52:183][580]LogSavePackage: Moving '../../../../../../Users/tinag/Desktop/Tina/InfiniteMatrixComplete 5.1/Saved/Score14C9587642CA028DD421C8AB66BF90F4.tmp' to '../../../../../../Users/tinag/Desktop/Tina/InfiniteMatrixComplete 5.1/Content/InfiniteMatrix/UI/Score.uasset'
[2023.01.28-04.43.52:187][580]LogFileHelpers: InternalPromptForCheckoutAndSave took 46 ms (total: 114 ms)
[2023.01.28-04.43.52:196][580]AssetCheck: New page: Asset Save: Score
[2023.01.28-04.43.52:196][580]LogContentValidation: Display: Validating /Script/UMGEditor.WidgetBlueprint /Game/InfiniteMatrix/UI/Score.Score
[2023.01.28-04.43.52:839][651]BlueprintLog: New page: Compile Score
[2023.01.28-04.43.52:907][651]LogUObjectHash: Compacting FUObjectHashTables data took   1.89ms
[2023.01.28-04.43.54:668][832]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2023.01.28-04.43.54:672][832]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.01.28-04.43.54:672][832]PIE: New page: PIE session: TutorialMap (Jan 27, 2023, 4:43:54 PM)
[2023.01.28-04.43.54:673][832]LogPlayLevel: Creating play world package: /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap
[2023.01.28-04.43.54:674][832]LogPlayLevel: PIE: StaticDuplicateObject took: (0.001396s)
[2023.01.28-04.43.54:674][832]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/InfiniteMatrix/Maps/TutorialMap.TutorialMap to /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap.TutorialMap (0.001422s)
[2023.01.28-04.43.54:674][832]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.28-04.43.54:674][832]LogAIModule: Creating AISystem for world TutorialMap
[2023.01.28-04.43.54:674][832]LogPlayLevel: PIE: World Init took: (0.000530s)
[2023.01.28-04.43.54:719][832]LogUObjectHash: Compacting FUObjectHashTables data took   1.65ms
[2023.01.28-04.43.54:722][832]LogAudio: Display: Creating Audio Device:                 Id: 14, Scope: Unique, Realtime: True
[2023.01.28-04.43.54:722][832]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.28-04.43.54:722][832]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.28-04.43.54:722][832]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.28-04.43.54:722][832]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.28-04.43.54:722][832]LogAudioMixer: Display: 	Number of buffers to queue:			  2
[2023.01.28-04.43.54:722][832]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.28-04.43.54:722][832]LogAudioMixer: Display: 	Number of Async Source Workers:		  0
[2023.01.28-04.43.54:722][832]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.28-04.43.54:722][832]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.28-04.43.54:722][832]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.28-04.43.54:722][832]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.28-04.43.54:724][832]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.28-04.43.54:736][832]LogAudioMixer: Display: Using Audio Hardware Device DELL S2722QC (NVIDIA High Definition Audio)
[2023.01.28-04.43.54:736][832]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.28-04.43.54:736][832]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.28-04.43.54:736][832]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.28-04.43.54:737][832]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=14
[2023.01.28-04.43.54:737][832]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=14
[2023.01.28-04.43.54:738][832]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=14
[2023.01.28-04.43.54:738][832]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=14
[2023.01.28-04.43.54:738][832]LogInit: FAudioDevice initialized.
[2023.01.28-04.43.54:738][832]LogAudio: Display: Audio Device (ID: 14) registered with world 'TutorialMap'.
[2023.01.28-04.43.54:795][832]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.28-04.43.54:795][832]LogLoad: Game class is 'GM_Tutorial_C'
[2023.01.28-04.43.54:796][832]LogWorld: Bringing World /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap.TutorialMap up for play (max tick rate 0) at 2023.01.27-22.43.54
[2023.01.28-04.43.54:796][832]LogWorld: Bringing up level for play took: 0.000477
[2023.01.28-04.43.54:797][832]LogOnline: OSS: Created online subsystem instance for: :Context_23
[2023.01.28-04.43.54:801][832]PIE: Server logged in
[2023.01.28-04.43.54:801][832]PIE: Play in editor total start time 0.129 seconds.
[2023.01.28-04.43.54:805][832]LogViewport: Scene viewport resized to 1391x1380, mode Windowed.
[2023.01.28-04.43.57:022][ 91]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.28-04.43.57:022][ 91]LogWorld: BeginTearingDown for /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap
[2023.01.28-04.43.57:022][ 91]LogSlate: Window 'InfiniteMatrix Preview [NetMode: Standalone 0]  (64-bit/D3D Shader Model 5)' being destroyed
[2023.01.28-04.43.57:025][ 91]LogWorld: UWorld::CleanupWorld for TutorialMap, bSessionEnded=true, bCleanupResources=true
[2023.01.28-04.43.57:025][ 91]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.28-04.43.57:027][ 91]LogPlayLevel: Display: Shutting down PIE online subsystems
[2023.01.28-04.43.57:033][ 91]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.28-04.43.57:079][ 91]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.01.28-04.43.57:080][ 91]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=14
[2023.01.28-04.43.57:081][ 91]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=14
[2023.01.28-04.43.57:086][ 91]LogUObjectHash: Compacting FUObjectHashTables data took   1.77ms
[2023.01.28-04.43.57:099][ 92]LogPlayLevel: Display: Destroying online subsystem :Context_23
[2023.01.28-04.43.59:137][321]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.28-04.43.59:198][321]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/InfiniteMatrix/UI/Score" FILE="../../../../../../Users/tinag/Desktop/Tina/InfiniteMatrixComplete 5.1/Content/InfiniteMatrix/UI/Score.uasset" SILENT=true
[2023.01.28-04.43.59:201][321]LogSavePackage: Moving output files for package: /Game/InfiniteMatrix/UI/Score
[2023.01.28-04.43.59:202][321]LogSavePackage: Moving '../../../../../../Users/tinag/Desktop/Tina/InfiniteMatrixComplete 5.1/Saved/ScoreB5F85E91445F283A5C5BC5BB68744519.tmp' to '../../../../../../Users/tinag/Desktop/Tina/InfiniteMatrixComplete 5.1/Content/InfiniteMatrix/UI/Score.uasset'
[2023.01.28-04.43.59:207][321]LogFileHelpers: InternalPromptForCheckoutAndSave took 70 ms (total: 184 ms)
[2023.01.28-04.43.59:215][321]AssetCheck: New page: Asset Save: Score
[2023.01.28-04.43.59:215][321]LogContentValidation: Display: Validating /Script/UMGEditor.WidgetBlueprint /Game/InfiniteMatrix/UI/Score.Score
[2023.01.28-04.44.07:785][322]BlueprintLog: New page: Compile Score
[2023.01.28-04.44.07:848][322]LogUObjectHash: Compacting FUObjectHashTables data took   1.92ms
[2023.01.28-04.44.09:060][450]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2023.01.28-04.44.09:064][450]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.01.28-04.44.09:064][450]PIE: New page: PIE session: TutorialMap (Jan 27, 2023, 4:44:09 PM)
[2023.01.28-04.44.09:064][450]LogPlayLevel: Creating play world package: /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap
[2023.01.28-04.44.09:065][450]LogPlayLevel: PIE: StaticDuplicateObject took: (0.001361s)
[2023.01.28-04.44.09:065][450]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/InfiniteMatrix/Maps/TutorialMap.TutorialMap to /Game/InfiniteMatrix/Maps/UEDPIE_0_TutorialMap.TutorialMap (0.001384s)
[2023.01.28-04.44.09:065][450]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.28-04.44.09:065][450]LogAIModule: Creating AISystem for world TutorialMap
[2023.01.28-04.44.09:066][450]LogPlayLevel: PIE: World Init took: (0.000480s)
[2023.01.28-04.44.09:112][450]LogUObjectHash: Compacting FUObjectHashTables data took   1.90ms
[2023.01.28-04.44.09:113][450]LogAudio: Display: Creating Audio Device:                 Id: 15, Scope: Unique, Realtime: True
[2023.01.28-04.44.09:113][450]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.28-04.44.09:113][450]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.28-04.44.09:113][450]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.28-04.44.09:113][450]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.28-04.44.09:113][450]LogAudioMixer: Display: 	Number of buffers to queue:			  2
[2023.01.28-04.44.09:114][450]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.28-04.44.09:114][450]LogAudioMixer: Display: 	Number of Async Source Workers:		  0
[2023.01.28-04.44.09:114][450]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.28-04.44.09:114][450]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.28-04.44.09:114][450]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.28-04.44.09:114][450]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.28-04.44.09:115][450]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.28-04.44.09:127][450]LogAudioMixer: Display: Using Audio Hardware Device DELL S2722QC (NVIDIA High Definition Audio)
[2023.01.28-04.44.09:127][450]LogAudioMixer: Display: Initializing Sound Submixes...
